ID,Address Complete,Address First Line,Address Street Number,Address Street,Suburb,Council Area,State,Postcode,Lat,Long,Property Type,Occupancy Type,Development Zone,Land Area,Land Use,Beds,Baths,Sales Price,Year Built,Last Sale Date,Agency
16710025,3/8 ILLAWARRA STREET GLENROY VIC 3046,3/8 ILLAWARRA STREET ,8,ILLAWARRA STREET,GLENROY,MERRI-BEK,VIC,3046,-37.70961827,144.91786883,UNIT,Rented,General Residential Zone - Schedule 1,148,Single Strata Unit/Villa Unit/Townhouse,2.0,2.0,420000.0,,2013-04-06,
36716665,20 ILLAWARRA STREET GLENROY VIC 3046,20 ILLAWARRA STREET ,20,ILLAWARRA STREET,GLENROY,MERRI-BEK,VIC,3046,-37.70984615,144.91713182,UNIT,Rented,General Residential Zone - Schedule 1,141,Strata Unit or Flat  (Unspecified),3.0,1.0,358000.0,2004,2003-08-25,
50233833,ISLA AVENUE GLENROY VIC 3046,ISLA AVENUE ,,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.69925754,144.93276053,UNIT,Owner Occupied,,104,Single Strata Unit/Villa Unit/Townhouse,2.0,,520000.0,,2024-02-08,
50233832,ISLA AVENUE GLENROY VIC 3046,ISLA AVENUE ,,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.69925754,144.93276053,UNIT,Owner Occupied,,98,Strata Unit or Flat  (Unspecified),2.0,,495000.0,,2023-12-20,
50233835,ISLA AVENUE GLENROY VIC 3046,ISLA AVENUE ,,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.69925754,144.93276053,OTHER,,,181,Single Strata Unit/Villa Unit/Townhouse,,,,,,
50393065,ISLA AVENUE GLENROY VIC 3046,ISLA AVENUE ,,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70514119,144.93164369,OTHER,,,206,Strata Unit or Flat  (Unspecified),,,,,,
49626064,ISLA AVENUE GLENROY VIC 3046,ISLA AVENUE ,,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70595631,144.93148953,OTHER,,,192,Strata Unit or Flat  (Unspecified),,,,,,
50029903,ISLA AVENUE GLENROY VIC 3046,ISLA AVENUE ,,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70074416,144.93177833,OTHER,,,296,Single Strata Unit/Villa Unit/Townhouse,,,,,,
48899527,ISLA AVENUE GLENROY VIC 3046,ISLA AVENUE ,,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.69952868,144.93270874,OTHER,,,296,Strata Unit or Flat  (Unspecified),,,,,,
50233834,ISLA AVENUE GLENROY VIC 3046,ISLA AVENUE ,,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.69925754,144.93276053,UNIT,Owner Occupied,,161,Single Strata Unit/Villa Unit/Townhouse,,,479000.0,,2023-12-20,
50444348,ISLA AVENUE GLENROY VIC 3046,ISLA AVENUE ,,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70020961,144.9325783,OTHER,,,239,Single Strata Unit/Villa Unit/Townhouse,,,,,,
43976446,ISLA AVENUE GLENROY VIC 3046,ISLA AVENUE ,,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70473371,144.93172068,OTHER,,General Residential Zone - Schedule 1,226,Single Strata Unit/Villa Unit/Townhouse,,,,,,
43905393,ISLA AVENUE GLENROY VIC 3046,ISLA AVENUE ,,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70215793,144.93150899,OTHER,,Neighbourhood Residential Zone - Schedule 1,302,Single Strata Unit/Villa Unit/Townhouse,,,,,,
49626060,1/4 ISLA AVENUE GLENROY VIC 3046,1/4 ISLA AVENUE ,4,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70595631,144.93148953,UNIT,Rented,,155,Strata Unit or Flat  (Unspecified),2.0,1.0,573000.0,2021,2021-06-02,Ray White Glenroy
49626061,2/4 ISLA AVENUE GLENROY VIC 3046,2/4 ISLA AVENUE ,4,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70595631,144.93148953,UNIT,Owner Occupied,,98,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,555000.0,2021,2021-03-29,Ray White Glenroy
49626062,3/4 ISLA AVENUE GLENROY VIC 3046,3/4 ISLA AVENUE ,4,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70595631,144.93148953,UNIT,Owner Occupied,,101,Strata Unit or Flat  (Unspecified),2.0,1.0,560000.0,2021,2021-03-27,_ray White Glenroy
49626063,4/4 ISLA AVENUE GLENROY VIC 3046,4/4 ISLA AVENUE ,4,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70595631,144.93148953,OTHER,,,151,Single Strata Unit/Villa Unit/Townhouse,,,520000.0,,2021-03-20,
44230631,6 ISLA AVENUE GLENROY VIC 3046,6 ISLA AVENUE ,6,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70582052,144.93151518,HOUSE,,General Residential Zone - Schedule 1,176,Single Strata Unit/Villa Unit/Townhouse,3.0,1.0,,,,
44230627,1/6 ISLA AVENUE GLENROY VIC 3046,1/6 ISLA AVENUE ,6,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70582052,144.93151518,HOUSE,Owner Occupied,General Residential Zone - Schedule 1,168,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,499900.0,2018,2017-03-24,Siv Homes - North Melbourne
44230628,2/6 ISLA AVENUE GLENROY VIC 3046,2/6 ISLA AVENUE ,6,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70582052,144.93151518,UNIT,Rented,General Residential Zone - Schedule 1,94,Strata Unit or Flat  (Unspecified),2.0,1.0,489900.0,2017,2017-04-18,
44230629,3/6 ISLA AVENUE GLENROY VIC 3046,3/6 ISLA AVENUE ,6,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70582052,144.93151518,UNIT,Rented,General Residential Zone - Schedule 1,102,Strata Unit or Flat  (Unspecified),2.0,1.0,489900.0,2017,2017-04-12,
44230630,4/6 ISLA AVENUE GLENROY VIC 3046,4/6 ISLA AVENUE ,6,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70582052,144.93151518,UNIT,Rented,General Residential Zone - Schedule 1,157,Strata Unit or Flat  (Unspecified),2.0,1.0,497600.0,2018,2017-03-05,
43978816,9 ISLA AVENUE GLENROY VIC 3046,9 ISLA AVENUE ,9,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70546752,144.9308832,OTHER,,General Residential Zone - Schedule 1,223,Single Strata Unit/Villa Unit/Townhouse,,,,,,
17747170,2/9 ISLA AVENUE GLENROY VIC 3046,2/9 ISLA AVENUE ,9,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70546752,144.9308832,UNIT,Owner Occupied,General Residential Zone - Schedule 1,144,Single Strata Unit/Villa Unit/Townhouse,3.0,3.0,605000.0,2017,2019-02-20,Eview Group - C+M Residential
17747171,3/9 ISLA AVENUE GLENROY VIC 3046,3/9 ISLA AVENUE ,9,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70546752,144.9308832,UNIT,Rented,General Residential Zone - Schedule 1,156,Strata Unit or Flat  (Unspecified),2.0,1.0,448000.0,2016,2016-10-13,Stockdale & Leggo Glenroy
14403679,2/10 ISLA AVENUE GLENROY VIC 3046,2/10 ISLA AVENUE ,10,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70554878,144.93156649,UNIT,Government Owned - Other,General Residential Zone - Schedule 1,184,Strata Unit or Flat  (Unspecified),2.0,,138500.0,,1999-03-22,
11101586,1/12 ISLA AVENUE GLENROY VIC 3046,1/12 ISLA AVENUE ,12,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70541291,144.93159226,UNIT,Owner Occupied,General Residential Zone - Schedule 1,367,Strata Unit or Flat  (Unspecified),,,0.0,,2003-10-07,
11101606,2/12 ISLA AVENUE GLENROY VIC 3046,2/12 ISLA AVENUE ,12,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70541291,144.93159226,UNIT,Rented,General Residential Zone - Schedule 1,222,Strata Unit or Flat  (Unspecified),2.0,1.0,210000.0,2016,2002-07-17,
50393062,1/16 ISLA AVENUE GLENROY VIC 3046,1/16 ISLA AVENUE ,16,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70514119,144.93164369,UNIT,Owner Occupied,,204,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,705000.0,,2024-02-06,C+M Residential - Eview Group
50393063,2/16 ISLA AVENUE GLENROY VIC 3046,2/16 ISLA AVENUE ,16,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70514119,144.93164369,UNIT,Owner Occupied,,128,Strata Unit or Flat  (Unspecified),3.0,2.0,695000.0,2021,2022-03-23,Barry Plant Glenroy
50393064,3/16 ISLA AVENUE GLENROY VIC 3046,3/16 ISLA AVENUE ,16,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70514119,144.93164369,OTHER,,,160,Single Strata Unit/Villa Unit/Townhouse,,,600000.0,,2021-09-08,
37518512,1/19 ISLA AVENUE GLENROY VIC 3046,1/19 ISLA AVENUE ,19,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70478841,144.93101169,UNIT,Rented,General Residential Zone - Schedule 1,220,Single Strata Unit/Villa Unit/Townhouse,3.0,3.0,650000.0,2016,2019-06-22,Barry Plant - Glenroy
11101614,1/20 ISLA AVENUE GLENROY VIC 3046,1/20 ISLA AVENUE ,20,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70486952,144.93169503,UNIT,Rented,General Residential Zone - Schedule 1,230,Strata Unit or Flat  (Unspecified),2.0,2.0,327000.0,2004,2013-02-16,A E Gibson & Co Glenroy
17656529,1/22 ISLA AVENUE GLENROY VIC 3046,1/22 ISLA AVENUE ,22,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70473371,144.93172068,UNIT,Owner Occupied,General Residential Zone - Schedule 1,226,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,370000.0,2016,2016-07-21,Lewis Realty
17645256,2/22 ISLA AVENUE GLENROY VIC 3046,2/22 ISLA AVENUE ,22,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70473371,144.93172068,UNIT,Owner Occupied,General Residential Zone - Schedule 1,163,Strata Unit or Flat  (Unspecified),2.0,1.0,400000.0,2016,2016-06-18,Barry Plant - Glenroy
17645258,3/22 ISLA AVENUE GLENROY VIC 3046,3/22 ISLA AVENUE ,22,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70473371,144.93172068,UNIT,Rented,General Residential Zone - Schedule 1,147,Strata Unit or Flat  (Unspecified),2.0,1.0,395000.0,2016,2016-06-18,Barry Plant Glenroy
43978581,25 ISLA AVENUE GLENROY VIC 3046,25 ISLA AVENUE ,25,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70338549,144.93127625,HOUSE,,Neighbourhood Residential Zone - Schedule 1,195,Single Strata Unit/Villa Unit/Townhouse,4.0,1.0,,,,
18015374,1/25 ISLA AVENUE GLENROY VIC 3046,1/25 ISLA AVENUE ,25,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70338549,144.93127625,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,195,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,625000.0,2017,2021-10-06,Eview Group - C+M Residential
18036121,2/25 ISLA AVENUE GLENROY VIC 3046,2/25 ISLA AVENUE ,25,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70338549,144.93127625,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,100,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,460000.0,2017,2017-02-22,Stockdale & Leggo Glenroy
37550019,3/25 ISLA AVENUE GLENROY VIC 3046,3/25 ISLA AVENUE ,25,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70338549,144.93127625,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,99,Strata Unit or Flat  (Unspecified),2.0,1.0,442000.0,2017,2017-04-05,Stockdale & Leggo Glenroy
37550020,4/25 ISLA AVENUE GLENROY VIC 3046,4/25 ISLA AVENUE ,25,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70338549,144.93127625,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,129,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,475000.0,2017,2024-05-24,
17886228,1/28 ISLA AVENUE GLENROY VIC 3046,1/28 ISLA AVENUE ,28,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70333112,144.93198514,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,190,Single Strata Unit/Villa Unit/Townhouse,2.0,2.0,528000.0,2016,2019-12-21,Barry Plant Glenroy
15050315,3/29 ISLA AVENUE GLENROY VIC 3046,3/29 ISLA AVENUE ,29,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70311413,144.93132774,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,148,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,460000.0,2010,2018-12-16,Ray White Glenroy
17141853,2/30 ISLA AVENUE GLENROY VIC 3046,2/30 ISLA AVENUE ,30,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70319577,144.93201129,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,92,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,435000.0,2015,2019-08-01,Stockdale & Leggo Glenroy
17492624,1/36 ISLA AVENUE GLENROY VIC 3046,1/36 ISLA AVENUE ,36,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.7027881,144.93208866,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,220,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,595000.0,2016,2015-08-27,Barry Plant - Glenroy
44571423,2/36 ISLA AVENUE GLENROY VIC 3046,2/36 ISLA AVENUE ,36,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.7027881,144.93208866,OTHER,,Neighbourhood Residential Zone - Schedule 1,129,Single Strata Unit/Villa Unit/Townhouse,,,0.0,2015,2021-08-24,
15588099,6/40 ISLA AVENUE GLENROY VIC 3046,6/40 ISLA AVENUE ,40,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70244852,144.93215312,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,152,Strata Unit or Flat  (Unspecified),2.0,2.0,379000.0,2008,2011-02-12,Melbourne Estate Agents
14403680,43 ISLA AVENUE GLENROY VIC 3046,43 ISLA AVENUE ,43,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70215793,144.93150899,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,302,Single Strata Unit/Villa Unit/Townhouse,3.0,1.0,455000.0,1950,2015-07-27,Barry Plant Glenroy
16786876,43A ISLA AVENUE GLENROY VIC 3046,43A ISLA AVENUE ,43,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70215793,144.93150899,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,230,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,472500.0,1950,2014-05-21,Stockdale & Leggo Glenroy
14909295,1/45 ISLA AVENUE GLENROY VIC 3046,1/45 ISLA AVENUE ,45,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70201129,144.93153691,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,238,Strata Unit or Flat  (Unspecified),3.0,2.0,406000.0,2009,2009-03-20,Barry Plant Glenroy
14846843,2/54-56 ISLA AVENUE GLENROY VIC 3046,2/54-56 ISLA AVENUE ,54,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70143297,144.93234587,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,160,Strata Unit or Flat  (Unspecified),3.0,1.0,390000.0,2009,2009-07-15,Barry Plant Glenroy
11101661,4/54-56 ISLA AVENUE GLENROY VIC 3046,4/54-56 ISLA AVENUE ,54,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70143297,144.93234587,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,191,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,425000.0,2000,2015-01-31,Stockdale & Leggo Glenroy
14846847,8/54-56 ISLA AVENUE GLENROY VIC 3046,8/54-56 ISLA AVENUE ,54,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70143297,144.93234587,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,143,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,430000.0,2009,2017-03-04,
43975054,60 ISLA AVENUE GLENROY VIC 3046,60 ISLA AVENUE ,60,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70091365,144.93244481,OTHER,,Neighbourhood Residential Zone - Schedule 1,249,Single Strata Unit/Villa Unit/Townhouse,,,,,,
37559442,2/60 ISLA AVENUE GLENROY VIC 3046,2/60 ISLA AVENUE ,60,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70091365,144.93244481,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,140,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,549000.0,1980,2022-01-22,Totally Real Estate Pty Ltd
37559443,3/60 ISLA AVENUE GLENROY VIC 3046,3/60 ISLA AVENUE ,60,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70091365,144.93244481,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,142,Strata Unit or Flat  (Unspecified),2.0,1.0,360000.0,2014,2016-12-10,Eview Group - C+M Residential
50033812,1/61 ISLA AVENUE GLENROY VIC 3046,1/61 ISLA AVENUE ,61,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70074416,144.93177833,UNIT,Owner Occupied,,257,Strata Unit or Flat  (Unspecified),3.0,2.0,785000.0,2021,2022-05-05,Eview Group - C+M Residential
50033813,3/61 ISLA AVENUE GLENROY VIC 3046,3/61 ISLA AVENUE ,61,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70074416,144.93177833,UNIT,Owner Occupied,,180,Single Strata Unit/Villa Unit/Townhouse,3.0,3.0,732500.0,2021,2023-05-09,C + M Residential
50033815,6/61 ISLA AVENUE GLENROY VIC 3046,6/61 ISLA AVENUE ,61,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70074416,144.93177833,HOUSE,Owner Occupied,,202,Strata Unit or Flat  (Unspecified),2.0,2.0,610000.0,2021,2021-07-09,Eview Group - C+M Residential
47980005,1/70 ISLA AVENUE GLENROY VIC 3046,1/70 ISLA AVENUE ,70,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70020961,144.9325783,UNIT,Owner Occupied,,239,Single Strata Unit/Villa Unit/Townhouse,4.0,2.0,620000.0,,2024-12-21,
50444347,1/70 ISLA AVENUE GLENROY VIC 3046,1/70 ISLA AVENUE ,70,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70020961,144.9325783,UNIT,Owner Occupied,,239,Single Strata Unit/Villa Unit/Townhouse,3.0,,727000.0,,2022-06-18,Eview Group - C+M Residential
47980006,2/70 ISLA AVENUE GLENROY VIC 3046,2/70 ISLA AVENUE ,70,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70020961,144.9325783,HOUSE,Owner Occupied,,97,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,620000.0,2020,2024-12-21,
50444349,2/70 ISLA AVENUE GLENROY VIC 3046,2/70 ISLA AVENUE ,70,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70020961,144.9325783,OTHER,,,127,Single Strata Unit/Villa Unit/Townhouse,,,620000.0,,2024-12-21,
50444350,3/70 ISLA AVENUE GLENROY VIC 3046,3/70 ISLA AVENUE ,70,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70020961,144.9325783,OTHER,,,177,Strata Unit or Flat  (Unspecified),,,510000.0,,2024-11-08,C+M Residential - Eview Group
47980007,3/70 ISLA AVENUE GLENROY VIC 3046,3/70 ISLA AVENUE ,70,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.70020961,144.9325783,UNIT,Owner Occupied,,239,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,620000.0,2018,2024-12-21,C+M Residential
16753414,1/71 ISLA AVENUE GLENROY VIC 3046,1/71 ISLA AVENUE ,71,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.69998917,144.9319223,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,217,Strata Unit or Flat  (Unspecified),4.0,3.0,457000.0,2014,2014-08-07,Stockdale & Leggo Glenroy
43976107,73 ISLA AVENUE GLENROY VIC 3046,73 ISLA AVENUE ,73,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.69985343,144.93194819,OTHER,,Neighbourhood Residential Zone - Schedule 1,312,Single Strata Unit/Villa Unit/Townhouse,,,,,,
17675118,1/73 ISLA AVENUE GLENROY VIC 3046,1/73 ISLA AVENUE ,73,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.69985343,144.93194819,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,312,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,450000.0,2017,2016-07-25,Barry Plant - Glenroy
17865823,2/73 ISLA AVENUE GLENROY VIC 3046,2/73 ISLA AVENUE ,73,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.69985343,144.93194819,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,235,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,632500.0,2017,2021-03-27,Eview Group - C+M Residential
43909756,75 ISLA AVENUE GLENROY VIC 3046,75 ISLA AVENUE ,75,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.6997177,144.93197409,OTHER,,Neighbourhood Residential Zone - Schedule 1,301,Single Strata Unit/Villa Unit/Townhouse,,,,,,
15778296,1/75 ISLA AVENUE GLENROY VIC 3046,1/75 ISLA AVENUE ,75,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.6997177,144.93197409,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,301,Single Strata Unit,3.0,2.0,400000.0,1970,2011-05-03,Ypa Estate Agents Glenroy
17397399,2/75 ISLA AVENUE GLENROY VIC 3046,2/75 ISLA AVENUE ,75,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.6997177,144.93197409,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,203,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,722000.0,2010,2022-01-22,Ray White Brunswick
43941843,78 ISLA AVENUE GLENROY VIC 3046,78 ISLA AVENUE ,78,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.69966442,144.93268283,OTHER,,Neighbourhood Residential Zone - Schedule 1,217,Single Strata Unit/Villa Unit/Townhouse,,,,,,
15511613,1/78 ISLA AVENUE GLENROY VIC 3046,1/78 ISLA AVENUE ,78,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.69966442,144.93268283,UNIT,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,217,Single Strata Unit/Villa Unit/Townhouse,3.0,2.0,525000.0,2011,2017-06-09,Eview Group - C+M Residential
15511585,3/78 ISLA AVENUE GLENROY VIC 3046,3/78 ISLA AVENUE ,78,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.69966442,144.93268283,HOUSE,Owner Occupied,Neighbourhood Residential Zone - Schedule 1,154,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,530000.0,2011,2024-11-13,C+M Residential
48899525,1/80 ISLA AVENUE GLENROY VIC 3046,1/80 ISLA AVENUE ,80,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.69952868,144.93270874,HOUSE,Owner Occupied,,275,Strata Unit or Flat  (Unspecified),3.0,1.0,625000.0,1950,2022-09-05,
48899526,2/80 ISLA AVENUE GLENROY VIC 3046,2/80 ISLA AVENUE ,80,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.69952868,144.93270874,UNIT,Owner Occupied,,296,Strata Unit or Flat  (Unspecified),,,365000.0,,2021-04-16,
17869786,5/83-85 ISLA AVENUE GLENROY VIC 3046,5/83-85 ISLA AVENUE ,83,ISLA AVENUE,GLENROY,MERRI-BEK,VIC,3046,-37.69910686,144.93209062,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,161,Single Strata Unit/Villa Unit/Townhouse,2.0,1.0,435000.0,2018,2019-10-25,Barry Plant Glenroy
48939528,JOHN STREET GLENROY VIC 3046,JOHN STREET ,,JOHN STREET,GLENROY,MERRI-BEK,VIC,3046,-37.69614054,144.94088936,OTHER,,,387,Single Strata Unit/Villa Unit/Townhouse,,,,,,
43932101,JOHN STREET GLENROY VIC 3046,JOHN STREET ,,JOHN STREET,GLENROY,MERRI-BEK,VIC,3046,-37.69569407,144.93936596,OTHER,,Neighbourhood Residential Zone - Schedule 1,302,Single Strata Unit/Villa Unit/Townhouse,,,,,,
14815227,58 JOHN STREET GLENROY VIC 3046,58 JOHN STREET ,58,JOHN STREET,GLENROY,MERRI-BEK,VIC,3046,-37.69816534,144.94556716,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,839,Strata Unit or Flat  (Unspecified),4.0,2.0,1172000.0,2006,2022-11-19,Barry Plant Glenroy
11101719,2/60-62 JOHN STREET GLENROY VIC 3046,2/60-62 JOHN STREET ,60,JOHN STREET,GLENROY,MERRI-BEK,VIC,3046,-37.69806978,144.94526361,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,107,Strata Unit or Flat  (Unspecified),2.0,1.0,0.0,1975,2016-06-06,
11101715,4/60-62 JOHN STREET GLENROY VIC 3046,4/60-62 JOHN STREET ,60,JOHN STREET,GLENROY,MERRI-BEK,VIC,3046,-37.69806978,144.94526361,UNIT,Rented,Neighbourhood Residential Zone - Schedule 1,119,Single Strata Unit/Villa Unit/Townhouse,3.0,1.0,350000.0,1980,2016-09-09,Daprano Real Estate Solutions Pty Ltd
11101716,5/60-62 JOHN STREET GLENROY VIC 3046,5/60-62 JOHN STREET ,60,JOHN STREET,GLENROY,MERRI-BEK,VIC,3046,-37.69806978,144.94526361,UNIT,Government Owned - Other,Neighbourhood Residential Zone - Schedule 1,161,Strata Unit or Flat  (Unspecified),3.0,,135000.0,1980,2001-03-03,
47627661,8/10 FAWKNER ROAD PASCOE VALE VIC 3044,8/10 FAWKNER ROAD ,10,FAWKNER ROAD,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72770737,144.93088084,UNIT,Owner Occupied,Residential Growth Zone - Schedule 2,75,Single Strata Unit/Villa Unit/Townhouse,3.0,3.0,661500.0,2019,2019-10-09,Trimson Partners
47627663,10/10 FAWKNER ROAD PASCOE VALE VIC 3044,10/10 FAWKNER ROAD ,10,FAWKNER ROAD,PASCOE VALE,MERRI-BEK,VIC,3044,-37.72770737,144.93088084,UNIT,Owner Occupied,Residential Growth Zone - Schedule 2,215,Strata Unit or Flat  (Unspecified),3.0,4.0,741000.0,2017,2017-08-18,
